AA,AIS,AV,EU,FJ,Fz,G,In,K,R,U,V,Vk,Wi,Wo,committees,date,fdf,id,other,title,year;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),13.01.2012,Wi,18/12,0,Einhunderteinundsechzigste Verordnung zur Ìãnderung der Einfuhrliste - Anlage zum AuÌÙenwirtschaftsgesetz -,2012;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),12.01.2012,Fz,17/12,0,Erste Verordnung zur DurchfÌ_hrung des Finanzausgleichsgesetzes im Ausgleichsjahr 2012,2012;;;;;;
"0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,EU (fdf) - Fz - In - U - Vk - Wi - Wo,11.01.2012,EU,16/12,0,""Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber die Vergabe von AuftrÌ_gen durch Auftraggeber im Bereich der Wasser-, Energie- und Verkehrsversorgung sowie der Postdienste"",2012";;;;;;
0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,EU (fdf) - AS - FJ - Fz - In - R - U - Vk - Wi - Wo,11.01.2012,EU,15/12,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber die Ì¦ffentliche Auftragsvergabe,2012;;;;;;
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,EU (fdf) - K,11.01.2012,EU,14/12,0,Benennung von Beauftragten des Bundesrates in Beratungsgremien der EuropÌ_ischen Union (Oberster Rat des EuropÌ_ischen Hochschulinstituts Florenz),2012;;;;;;
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,AV (fdf) - EU - G,11.01.2012,AV,13/12,0,EntschlieÌÙung des Bundesrates zum besseren Verbraucherschutz bei TÌ_towiermitteln,2012;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),20.01.2012,R,12/12,0,Gesetz zu dem Abkommen vom 4. Februar 2010 zwischen der Bundesrepublik Deutschland und der FranzÌ¦sischen Republik Ì_ber den GÌ_terstand der Wahl-Zugewinngemeinschaft,2012;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),20.01.2012,Fz,11/12,0,Gesetz zu dem Protokoll vom 17. Mai 2011 zur Ìãnderung des Abkommens vom 3. Mai 2006 zwischen der Bundesrepublik Deutschland und der Republik Slowenien zur Vermeidung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und vom VermÌ¦gen,2012;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),20.01.2012,R,10/12,0,Gesetz zur FÌ¦rderung der Mediation und anderer Verfahren der auÌÙergerichtlichen Konfliktbeilegung,2012;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),20.01.2012,In,9/12,0,Gesetz zur DurchfÌ_hrung der Verordnung (EU) Nr. 211/2011 des EuropÌ_ischen Parlaments und des Rates vom 16. Februar 2011 Ì_ber die BÌ_rgerinitiative,2012;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),20.01.2012,In,8/12,0,Gesetz zur UnterstÌ_tzung der FachkrÌ_ftegewinnung im Bund und zur Ìãnderung weiterer dienstrechtlicher Vorschriften,2012;;;;;;
"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FJ (fdf),20.01.2012,FJ,7/12,0,""Gesetz zur Einrichtung und zum Betrieb eines bundesweiten Hilfetelefons """"Gewalt gegen Frauen"""" (Hilfetelefongesetz - HilfetelefonG)"",2012";;;;;;
"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),20.01.2012,AV,6/12,0,""Gesetz zur Ìãnderung des DÌ_ngegesetzes, des Saatgutverkehrsgesetzes und des Lebensmittel- und Futtermittelgesetzbuches"",2012";;;;;;
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),20.01.2012,AV,5/12,0,Gesetz zur Ìãnderung des Rechts der Verbraucherinformation,2012;;;;;;
0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,EU (fdf) - AV - G - In - U,10.01.2012,EU,4/12,0,Vorschlag fÌ_r einen Beschluss des EuropÌ_ischen Parlaments und des Rates zu schwerwiegenden grenzÌ_berschreitenden Gesundheitsbedrohungen,2012;;;;;;
",,,,,,,,,,,,,,,,10.01.2012,,3/12,,""Unterrichtung durch die deutsche Delegation in der Parlamentarischen Versammlung der NATO FrÌ_hjahrstagung der Parlamentarischen Versammlung der NATO vom 28. Mai bis 1. Juni 2010 in Riga, Lettland"",2012";;;;;;
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,EU (fdf) - K,09.01.2012,EU,2/12,0,Benennung von Beauftragten des Bundesrates in Beratungsgremien der EuropÌ_ischen Union (Ratsarbeitsgruppe Entwicklungszusammenarbeit),2012;;;;;;
"0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,EU (fdf) - AS - FJ - K - Wi,05.01.2012,EU,1/12,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Entwurf des gemeinsamen Berichts des Rates und der Kommission (2012) Ì_ber die Umsetzung des strategischen Rahmens fÌ_r die europÌ_ische Zusammenarbeit auf dem Gebiet der allgemeinen und beruflichen Bildung (""""ET 2020"""") - Die allgemeine und berufliche Bildung in einem intelligenten, nachhaltigen und integrativen Europa"",2012";;;;;;
",,,,,,,,,,,,,,,,15.12.2011,,882/11,,""Gutachten zu Forschung, Innovation und technologischer LeistungsfÌ_higkeit Deutschlands 2011 und Stellungnahme der Bundesregierung"",2011";;;;;;
,,,,,,,,,,,,,,,,22.12.2011,,881/11,,Bericht der Bundesregierung Ì_ber den Stand von Sicherheit und Gesundheit bei der Arbeit und Ì_ber das Unfall- und Berufskrankheitengeschehen in der Bundesrepublik Deutschland im Jahr 2010,2011;;;;;;
,,,,,,,,,,,,,,,,22.12.2011,,880/11,,Migrationsbericht 2010,2011;;;;;;
",,,,,,,,,,,,,,,,09.12.2011,,879/11,,""Abschlussbericht des Runden Tisches """"Sexueller Kindesmissbrauch in AbhÌ_ngigkeits- und MachtverhÌ_ltnissen in privaten und Ì¦ffentlichen Einrichtungen und im familiÌ_ren Bereich"""""",2011";;;;;;
0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,EU (fdf) - In - Wi - Wo,21.12.2011,EU,878/11,0,Mitteilung der Kommission: Rahmen der EuropÌ_ischen Union fÌ_r staatliche Beihilfen in Form von Ausgleichsleistungen fÌ_r die Erbringung Ì¦ffentlicher Dienstleistungen (2011),2011;;;;;;
"0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,EU (fdf) - AS - In - Vk - Wi - Wo,21.12.2011,EU,877/11,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Ein QualitÌ_tsrahmen fÌ_r Dienstleistungen von allgemeinem Interesse in Europa"",2011";;;;;;
"0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,EU (fdf) - AS - FJ - K - Wi,21.12.2011,EU,876/11,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Initiative """"Chancen fÌ_r junge Menschen"""""",2011";;;;;;
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,EU (fdf) - AV - In - U - Wi,21.12.2011,EU,875/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber das EuropÌ_ische Statistische Programm 2013-2017,2011;;;;;;
0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,EU (fdf) - In - U - Wi - Wo,21.12.2011,EU,874/11,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber die Konzessionsvergabe,2011;;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,EU (fdf) - Fz,21.12.2011,EU,873/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Schaffung eines Instruments fÌ_r StabilitÌ_t,2011;;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,EU (fdf) - Fz,22.12.2011,EU,872/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Schaffung eines EuropÌ_ischen Nachbarschaftsinstruments,2011;;;;;;
0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,EU (fdf) - Fz - U - Wi,21.12.2011,EU,871/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Schaffung eines Partnerschaftsinstruments fÌ_r die Zusammenarbeit mit Drittstaaten,2011;;;;;;
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,Wi (fdf) - AV - Fz,22.12.2011,Wi,870/11,0,EntschlieÌÙung des Bundesrates fÌ_r faire und transparente Preise bei Kraftstoffen,2011;;;;;;
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,EU (fdf) - U - Wi,21.12.2011,EU,869/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Festlegung gemeinsamer Vorschriften und Verfahren fÌ_r die Anwendung der Instrumente der Union im Bereich des auswÌ_rtigen Handelns,2011;;;;;;
0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,EU (fdf) - AV - FJ - Fz - U - Wi,21.12.2011,EU,868/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Schaffung eines Finanzierungsinstruments fÌ_r die Entwicklungszusammenarbeit,2011;;;;;;
0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - AV - Fz - Wi,21.12.2011,EU,867/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber das Instrument fÌ_r HeranfÌ_hrungshilfe (IPA II),2011;;;;;;
,,,,,,,,,,,,,,,,13.12.2011,,866/11,,EntschlieÌÙungen des EuropÌ_ischen Parlaments,2011;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),21.12.2011,Fz,865/11,0,HaushaltsfÌ_hrung 2011 Mitteilung gemÌ_ÌÙ å¤ 37 Absatz 4 BHO Ì_ber die Einwilligung in eine Ì_berplanmÌ_ÌÙige Ausgabe bei: a) Kapitel 6067 Titel 636 42 - Erstattungen an SozialversicherungstrÌ_ger fÌ_r Rentenleistungen an AngehÌ¦rige der ehemaligen Nationalen Volksarmee und ihre Hinterbliebenen bis zur HÌ¦he von 14.440 T Euro und b) Kapitel 6067 Titel 636 45 - Erstattungen an SozialversicherungstrÌ_ger fÌ_r Rentenleistungen an AngehÌ¦rige des aufgelÌ¦sten MfS/AfNS und ihre Hinterbliebenen bis zur HÌ¦he von 3.560 T Euro,2011;;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - Fz - Wi,21.12.2011,EU,864/11,0,Entwurf eines vÌ¦lkerrechtlichen Vertrags Ì_ber eine verstÌ_rkte Wirtschaftsunion,2011;;;;;;
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,G (fdf) - AS - Fz,21.12.2011,G,863/11,0,Allgemeine Verwaltungsvorschrift zur DurchfÌ_hrung des Medizinproduktegesetzes (Medizinprodukte-DurchfÌ_hrungsvorschrift - MPGVwV),2011;;;;;;
0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,G (fdf) - FJ - Fz - K,21.12.2011,G,862/11,0,Erste Verordnung zur Ìãnderung der Approbationsordnung fÌ_r Ìãrzte,2011;;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Vk (fdf) - U,21.12.2011,Vk,861/11,0,Verordnung zum Neuerlass der StraÌÙenverkehrs-Zulassungs-Ordnung,2011;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Wi (fdf) - In,30.12.2011,Wi,860/11,0,Verordnung zur Ìãnderung der Anreizregulierungsverordnung,2011;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Wi (fdf) - In - Wo,21.12.2011,Wi,859/11,0,FÌ_nfte Verordnung zur Ìãnderung der Verordnung Ì_ber die Vergabe Ì¦ffentlicher AuftrÌ_ge,2011;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Vk (fdf) - AS - In - Wi,30.12.2011,Vk,858/11,0,Entwurf eines Gesetzes zur Regelung der Arbeitszeit von selbstÌ_ndigen Kraftfahrern,2011;;;;;;
"0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Vk (fdf) - In,30.12.2011,Vk,857/11,0,""Entwurf eines Gesetzes zu dem Vertrag vom 2. Dezember 2010 Ì_ber die Errichtung des Funktionalen Luftraumblocks """"Europe Central"""" zwischen der Bundesrepublik Deutschland, dem KÌ¦nigreich Belgien, der FranzÌ¦sischen Republik, dem GroÌÙherzogtum Luxemburg, dem KÌ¦nigreich der Niederlande und der Schweizerischen Eidgenossenschaft (FABEC-Vertrag)"",2011";;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U (fdf),30.12.2011,U,856/11,0,Entwurf eines Gesetzes zur Ìãnderung des ÌÏbereinkommens vom 17. MÌ_rz 1992 zum Schutz und zur Nutzung grenzÌ_berschreitender WasserlÌ_ufe und internationaler Seen,2011;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),30.12.2011,AS,855/11,0,Entwurf eines Gesetzes zu dem Abkommen vom 12. Oktober 2011 zwischen der Bundesrepublik Deutschland und der Republik Indien Ì_ber Soziale Sicherheit,2011;;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Wi (fdf) - U,30.12.2011,Wi,854/11,0,Entwurf eines Gesetzes zur Ìãnderung des Kraft-WÌ_rme-Kopplungsgesetzes,2011;;;;;;
0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,Wi (fdf) - AS - Fz - U - Vk,30.12.2011,Wi,853/11,0,Entwurf eines Gesetzes zur Neuordnung des Energieverbrauchskennzeichnungsrechts,2011;;;;;;
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,R (fdf) - Fz - Wi,30.12.2011,R,852/11,0,Entwurf eines Gesetzes zur Ìãnderung des Aktiengesetzes (Aktienrechtsnovelle 2012),2011;;;;;;
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,R (fdf) - Fz - Wi,30.12.2011,R,851/11,0,Entwurf eines Gesetzes zur Reform des Kapitalanleger-Musterverfahrensgesetzes,2011;;;;;;
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,R (fdf) - In,30.12.2011,R,850/11,0,Entwurf eines Gesetzes zur Ìãnderung des Eurojust-Gesetzes,2011;;;;;;
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,In (fdf) - Fz,30.12.2011,In,849/11,0,Entwurf eines Gesetzes zur Errichtung eines Nationalen Waffenregisters (Nationales-Waffenregister-Gesetz - NWRG),2011;;;;;;
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,In (fdf) - AS - Fz - Wi,30.12.2011,In,848/11,0,Entwurf eines Gesetzes zur Umsetzung der Hochqualifizierten-Richtlinie der EuropÌ_ischen Union,2011;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),30.12.2011,Fz,847/11,0,Entwurf eines Gesetzes zum Abbau der kalten Progression,2011;;;;;;
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Fz (fdf) - R - Wi,30.12.2011,Fz,846/11,0,Entwurf eines Gesetzes zur Umsetzung der Richtlinie 2010/73/EU und zur Ìãnderung des BÌ¦rsengesetzes,2011;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Fz (fdf) - Wi,30.12.2011,Fz,845/11,0,Entwurf eines Zweiten Gesetzes zur Umsetzung eines MaÌÙnahmenpakets zur Stabilisierung des Finanzmarktes (Zweites Finanzmarktstabilisierungsgesetz - 2. FMStG),2011;;;;;;
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,FS (fdf) - FJ - Fz,30.12.2011,FS,844/11,0,Entwurf eines Gesetzes zur Ìãnderung des Unterhaltsvorschussgesetzes und anderer Gesetze (UnterhaltsvorschussentbÌ_rokratisierungsgesetz),2011;;;;;;
0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,Vk (fdf) - Fz - In - U,21.12.2011,Vk,843/11,0,Siebenundvierzigste Verordnung zur Ìãnderung straÌÙenverkehrsrechtlicher Vorschriften,2011;;;;;;
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Fz (fdf) - In,21.12.2011,Fz,842/11,0,Verordnung zur Festsetzung der ErhÌ¦hungszahl fÌ_r die Gewerbesteuerumlage nach å¤ 6 Absatz 5 des Gemeindefinanzreformgesetzes im Jahr 2012,2011;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AS (fdf) - In,21.12.2011,AS,841/11,0,Erste Verordnung zur Ìãnderung der Grundsicherungs-Datenabgleichsverordnung,2011;;;;;;
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,EU (fdf) - In,20.12.2011,EU,840/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber europÌ_ische Statistiken zur Demografie,2011;;;;;;
"0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,EU (fdf) - In - R,19.12.2011,EU,839/11,0,""Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber das Programm """"Hercule III"""" zur FÌ¦rderung von MaÌÙnahmen auf dem Gebiet des Schutzes der finanziellen Interessen der EuropÌ_ischen Union"",2011";;;;;;
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,EU (fdf) - In,19.12.2011,EU,838/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Errichtung eines EuropÌ_ischen GrenzÌ_berwachungssystems (EUROSUR),2011;;;;;;
,,,,,,,,,,,,,,,,21.11.2011,,837/11,,EntschlieÌÙungen des EuropÌ_ischen Parlaments,2011;;;;;;
"0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,EU (fdf) - Fz - In - R,19.12.2011,EU,836/11,0,""Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber ein Aktionsprogramm in den Bereichen Austausch, UnterstÌ_tzung und Ausbildung zum Schutz des Euro gegen GeldfÌ_lschung (Programm """"Pericles 2020"""")"",2011";;;;;;
"0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,EU (fdf) - Fz - In,19.12.2011,EU,835/11,0,""Vorschlag fÌ_r eine Verordnung des Rates zur Ausdehnung der Anwendung der Verordnung (EU) Nr. .../2012 Ì_ber ein Aktionsprogramm in den Bereichen Austausch, UnterstÌ_tzung und Ausbildung zum Schutz des Euro gegen GeldfÌ_lschung (Programm """"Pericles 2020"""") auf die nicht teilnehmenden Mitgliedstaaten"",2011";;;;;;
0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,EU (fdf) - AS - G - In - K - R - Wi - Wo,19.12.2011,EU,834/11,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Richtlinie 2005/36/EG Ì_ber die Anerkennung von Berufsqualifikationen und der Verordnung (EU) Nr. ... Ì_ber die Verwaltungszusammenarbeit mithilfe des Binnenmarktinformationssystems,2011;;;;;;
"0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - Fz - Wi,16.12.2011,EU,833/11,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat und den EuropÌ_ischen Wirtschafts- und Sozialausschuss: Abbau grenzÌ_bergreifender Erbschaftsteuerhindernisse in der EU"",2011";;;;;;
"0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,EU (fdf) - K - U - Wi - Wo,16.12.2011,EU,832/11,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Innovation fÌ_r eine nachhaltige Zukunft - Aktionsplan fÌ_r ÌĞko-Innovationen (ÌĞko-Innovationsplan)"",2011";;;;;;
"0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,EU (fdf) - Fz - U - Wi - Wo,16.12.2011,EU,831/11,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Energiefahrplan 2050"",2011";;;;;;
,,,,,,,,,,,,,,,,13.12.2011,,830/11,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zum Gesetz zur Ìãnderung wehr- und zivildienstrechtlicher Vorschriften 2010 (WehrrechtsÌ_nderungsgesetz 2010 - WehrRÌãndG 2010),2011;;;;;;
0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,EU (fdf) - G - K - U - Wi,15.12.2011,EU,829/11,0,GrÌ_nbuch der Kommission: Die Zukunft der Beleuchtung - Beschleunigung des Einsatzes innovativer Beleuchtungstechnologien,2011;;;;;;
"0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,EU (fdf) - In - K,14.12.2011,EU,828/11,0,""Vorschlag fÌ_r eine Verordnung des Rates Ì_ber das Programm """"Europa fÌ_r BÌ_rgerinnen und BÌ_rger"""" fÌ_r den Zeitraum 2014-2020"",2011";;;;;;
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),14.12.2011,EU,827/11,0,Vorschlag fÌ_r eine Richtlinie des Rates Ì_ber den konsularischen Schutz von UnionsbÌ_rgern im Ausland,2011;;;;;;
,,,,,,,,,,,,,,,,15.12.2011,,826/11,,Gesetz zur StÌ_rkung eines aktiven Schutzes von Kindern und Jugendlichen (Bundeskinderschutzgesetz - BKiSchG),2011;;;;;;
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),14.12.2011,AV,825/11,0,Verordnung Ì_ber die Zulassung von Kontrollstellen nach dem ÌĞko-Landbaugesetz (ÌĞLG-Kontrollstellen-Zulassungsverordnung - ÌĞLGKontrollStZulV),2011;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),14.12.2011,Wi,824/11,0,TÌ_tigkeitsbericht 2010/2011 der Bundesnetzagentur - Post mit Sondergutachten der Monopolkommission - Post 2011: Dem Wettbewerb Chancen erÌ¦ffnen,2011;;;;;;
"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),14.12.2011,Wi,823/11,0,""TÌ_tigkeitsbericht 2010/2011 der Bundesnetzagentur - Telekommunikation mit Sondergutachten der Monopolkommission - Telekommunikation 2011: Investitionsanreize stÌ_rken, Wettbewerb sichern"",2011";;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - Fz - Wi,13.12.2011,EU,822/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber EuropÌ_ische Risikokapitalfonds,2011;;;;;;
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,EU (fdf) - FJ - In - R,13.12.2011,EU,821/11,0,Vorschlag fÌ_r einen Beschluss des Rates zur Festlegung eines Mehrjahresrahmens fÌ_r die Agentur der EuropÌ_ischen Union fÌ_r Grundrechte fÌ_r den Zeitraum 2013-2017,2011;;;;;;
0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,EU (fdf) - Fz - In - K - R - U - Vk - Wi - Wo,13.12.2011,EU,820/11,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Richtlinie 2003/98/EG Ì_ber die Weiterverwendung von Informationen des Ì¦ffentlichen Sektors,2011;;;;;;
0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,EU (fdf) - AV - Fz - U - Wi,12.12.2011,EU,819/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Aufstellung des Programms fÌ_r Umwelt- und Klimapolitik (LIFE),2011;;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - AS - Fz - Wi,09.12.2011,EU,818/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber EuropÌ_ische Fonds fÌ_r soziales Unternehmertum,2011;;;;;;
0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,EU (fdf) - G - U - Vk - Wi,09.12.2011,EU,817/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber den GerÌ_uschpegel von Kraftfahrzeugen,2011;;;;;;
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,AS (fdf) - FJ - Wi,09.12.2011,AS,816/11,0,EntschlieÌÙung des Bundesrates - Faire und sichere Arbeitsbedingungen durch Implementierung eines flÌ_chendeckenden gesetzlichen Mindestlohnes,2011;;;;;;
,,,,,,,,,,,,,,,,08.12.2011,,815/11,,Benennung von Vertretern und Stellvertretern des Bundesrates im Mittelstandsrat der Kreditanstalt fÌ_r Wiederaufbau,2011;;;;;;
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf) - AV,07.12.2011,EU,814/11,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Verordnung (EG) Nr. 1217/2009 des Rates zur Bildung eines Informationsnetzes landwirtschaftlicher BuchfÌ_hrungen Ì_ber die Einkommenslage und die betriebswirtschaftlichen VerhÌ_ltnisse landwirtschaftlicher Betriebe in der EuropÌ_ischen Gemeinschaft,2011;;;;;;
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,AV (fdf) - EU,07.12.2011,AV,813/11,0,EntschlieÌÙung des Bundesrates zur Kennzeichnung der Herkunft von in Lebensmitteln verarbeiteten Eiern und Eiprodukten und zur Ìãnderung der Verordnung Ì_ber die Kennzeichnung von Lebensmitteln (Lebensmittel-Kennzeichnungsverordnung - LMKV) sowie zur Ìãnderung EU-rechtlicher Kennzeichnungsvorschriften,2011;;;;;;
,,,,,,,,,,,,,,,,29.11.2011,,812/11,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zur Verordnung Ì_ber die Beleihung der Akkreditierungsstelle nach dem Akkreditierungsstellengesetz (AkkStelleG-Beleihungsverordnung - AkkStelleGBV),2011;;;;;;
,,,,,,,,,,,,,,,,30.11.2011,,811/11,,Dritter Erfahrungsbericht der Bundesregierung zum Soldatinnen- und Soldatengleichstellungsgesetz Berichtszeitraum 1. Januar 2009 bis 31. Dezember 2010,2011;;;;;;
"0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,EU (fdf) - Fz - G - In - K - U - Wi,05.12.2011,EU,810/11,0,""Vorschlag fÌ_r eine Verordnung des Rates Ì_ber das Programm der EuropÌ_ischen Atomgemeinschaft fÌ_r Forschung und Ausbildung (2014-2018) in ErgÌ_nzung des Rahmenprogramms fÌ_r Forschung und Innovation """"Horizont 2020"""""",2011";;;;;;
"0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,EU (fdf) - AV - FJ - Fz - G - In - K - U - Wi,05.12.2011,EU,809/11,0,""Vorschlag fÌ_r einen Beschluss des Rates Ì_ber das spezifische Programm zur DurchfÌ_hrung des Rahmenprogramms fÌ_r Forschung und Innovation """"Horizont 2020"""" (2014-2020)"",2011";;;;;;
