AA,AIS,AV,EU,FJ,Fz,G,In,K,R,U,V,Vk,Wi,Wo,committees,date,fdf,id,other,title,year;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),13.05.2013,Fz,419/13,0,HaushaltsfÌ_hrung 2013 ÌÏber- und auÌÙerplanmÌ_ÌÙige Ausgaben und VerpflichtungsermÌ_chtigungen im ersten Vierteljahr des Haushaltsjahres 2013; VierteljÌ_hrliche Mitteilung gemÌ_ÌÙ å¤ 37 Absatz 4 BHO i.V.m. å¤ 4 Absatz 2 HG,2013;;;;;
"0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,EU (fdf) - AV - Fz - In - R - Wi,10.05.2013,EU,418/13,0,""Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber die Vergleichbarkeit von ZahlungskontogebÌ_hren, den Wechsel von Zahlungskonten und den Zugang zu Zahlungskonten mit grundlegenden Funktionen"",2013";;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),10.05.2013,Wi,417/13,0,Sechsundneunzigste Verordnung zur Ìãnderung der AuÌÙenwirtschaftsverordnung,2013;;;;;;
",,,,,,,,,,,,,,,,08.05.2013,,416/13,,""Benennung eines Mitglieds und eines stellvertretenden Mitglieds fÌ_r den Beirat der Bundesnetzagentur fÌ_r ElektrizitÌ_t, Gas, Telekommunikation, Post und Eisenbahnen"",2013";;;;;;
",,,,,,,,,,,,,,,,08.05.2013,,415/13,,""Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber Leitlinien der Union fÌ_r den Aufbau des transeuropÌ_ischen Verkehrsnetzes und zum Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Schaffung der FazilitÌ_t """"Connecting Europe"""" C(2013) 2425 final"",2013";;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),24.05.2013,R,414/13,0,Verfahren vor dem Bundesverfassungsgericht,2013;;;;;;
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,EU (fdf) - AV - U,06.05.2013,EU,413/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber MaÌÙnahmen zum Schutz vor PflanzenschÌ_dlingen,2013;;;;;;
"0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,EU (fdf) - AV - Fz - G - U,06.05.2013,EU,412/13,0,""Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber amtliche Kontrollen und andere amtliche TÌ_tigkeiten zur GewÌ_hrleistung der Anwendung des Lebens- und Futtermittelrechts und der Vorschriften Ì_ber Tiergesundheit und Tierschutz, Pflanzengesundheit, Pflanzenvermehrungsmaterial und Pflanzenschutzmittel sowie zur Ìãnderung der Verordnungen (EG) Nr. 999/2001, (EG) Nr. 1829/2003, (EG) Nr. 1831/2003, (EG) Nr. 1/2005, (EG) Nr. 396/2005, (EG) Nr. 834/2007, (EG) Nr. 1099/2009, (EG) Nr. 1069/2009 und (EG) Nr. 1107/2009, der Verordnungen (EU) Nr. 1151/2012 und (EU) Nr. [ ]/2013 und der Richtlinien 98/58/EG, 1999/74/EG, 2007/43/EG, 2008/119/EG, 2008/120/EG und 2009/128/EG (Verordnung Ì_ber amtliche Kontrollen)"",2013";;;;;;
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FJ (fdf) - AS,07.05.2013,FJ,411/13,0,Dritte Verordnung zur Neufestsetzung der BetrÌ_ge nach å¤ 25 Absatz 1 des Schwangerschaftskonfliktgesetzes,2013;;;;;;
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,EU (fdf) - AV - U,06.05.2013,EU,410/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber die Erzeugung von Pflanzenvermehrungsmaterial und dessen Bereitstellung auf dem Markt (Rechtsvorschriften fÌ_r Pflanzenvermehrungsmaterial),2013;;;;;;
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,EU (fdf) - AV - Fz - G,06.05.2013,EU,409/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Tiergesundheit,2013;;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - Fz - Wi,10.05.2013,EU,408/13,0,Entwurf eines Gesetzes zum Vorschlag fÌ_r eine Verordnung des Rates zur ÌÏbertragung besonderer Aufgaben im Zusammenhang mit der Aufsicht Ì_ber Kreditinstitute auf die EuropÌ_ische Zentralbank,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),17.05.2013,Wi,407/13,0,Gesetz zur Ìãnderung des Abkommens vom 11. April 1955 Ì_ber die Internationale Finanz-Corporation,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),17.05.2013,Fz,406/13,0,Gesetz zu dem Abkommen vom 23. Juli 2012 zwischen der Bundesrepublik Deutschland und der Republik ÌĞsterreich Ì_ber die Nachnutzung der ehemaligen deutsch-Ì¦sterreichischen gemeinschaftlichen GrenzzollÌ_mter,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),17.05.2013,Fz,405/13,0,Gesetz zu dem Abkommen vom 3. Februar 2011 zwischen der Bundesrepublik Deutschland und Grenada Ì_ber den Informationsaustausch in Steuersachen,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),17.05.2013,Fz,404/13,0,Gesetz zu dem Abkommen vom 3. April 2012 zwischen der Bundesrepublik Deutschland und den Cookinseln Ì_ber die UnterstÌ_tzung in Steuer- und Steuerstrafsachen durch Informationsaustausch,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),17.05.2013,AS,403/13,0,Gesetz zu dem SeearbeitsÌ_bereinkommen 2006 der Internationalen Arbeitsorganisation vom 23. Februar 2006,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),17.05.2013,AS,402/13,0,Gesetz zu dem ÌÏbereinkommen Nr. 189 der Internationalen Arbeitsorganisation vom 16. Juni 2011 Ì_ber menschenwÌ_rdige Arbeit fÌ_r Hausangestellte,2013;;;;;;
,,,,,,,,,,,,,,,,17.05.2013,,401/13,,Entwurf eines Gesetzes zur StÌ_rkung des Erfolgsbezugs im Gerichtsvollzieherkostenrecht,2013;;;;;;
,,,,,,,,,,,,,,,,17.05.2013,,400/13,,Entwurf eines Gesetzes zur Ìãnderung des Beratungshilferechts,2013;;;;;;
,,,,,,,,,,,,,,,,17.05.2013,,399/13,,Entwurf eines Gesetzes zur Begrenzung der Aufwendungen fÌ_r die Prozesskostenhilfe (Prozesskostenhilfebegrenzungsgesetz - PKHBegrenzG),2013;;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Wo (fdf) - U - Wi,17.05.2013,Wo,398/13,0,Viertes Gesetz zur Ìãnderung des Energieeinsparungsgesetzes,2013;;;;;;
,,,,,,,,,,,,,,,,25.04.2013,,397/13,,Rechenschaftsbericht 2013 zur Umsetzung der Nationalen Strategie zur biologischen Vielfalt,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),17.05.2013,Vk,396/13,0,Gesetz zur DurchfÌ_hrung der Verordnung (EU) Nr. 181/2011 des EuropÌ_ischen Parlaments und des Rates vom 16. Februar 2011 Ì_ber die Fahrgastrechte im Kraftomnibusverkehr und zur Ìãnderung der Verordnung (EG) Nr. 2006/2004,2013;;;;;;
"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),17.05.2013,Vk,395/13,0,""Erstes Gesetz zur Ìãnderung des AusfÌ_hrungsgesetzes zu dem ÌÏbereinkommen vom 9. September 1996 Ì_ber die Sammlung, Abgabe und Annahme von AbfÌ_llen in der Rhein- und Binnenschifffahrt"",2013";;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),17.05.2013,Vk,394/13,0,Gesetz zur Anpassung des Luftverkehrsrechts an die Verordnung (EU) Nr. 1178/2011 der Kommission vom 3. November 2011 zur Festlegung technischer Vorschriften und von Verwaltungsverfahren in Bezug auf das fliegende Personal in der Zivilluftfahrt gemÌ_ÌÙ der Verordnung (EG) Nr. 216/2008 des EuropÌ_ischen Parlaments und des Rates vom 20. Februar 2008,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),17.05.2013,Vk,393/13,0,Gesetz zur Ìãnderung des Verkehrsleistungsgesetzes,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),17.05.2013,Vk,392/13,0,Erstes Gesetz zur Ìãnderung des BundesfernstraÌÙenmautgesetzes,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),17.05.2013,Vk,391/13,0,Gesetz zur Ìãnderung des GÌ_terkraftverkehrsgesetzes und anderer Gesetze,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),17.05.2013,Vk,390/13,0,Gesetz Ì_ber die BundesfÌ¦rderung der Investitionen in den Ersatz der Schienenwege der Ì¦ffentlichen nicht bundeseigenen Eisenbahnen im SchienengÌ_terfernverkehrsnetz,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),17.05.2013,Vk,389/13,0,Gesetz zur Neuordnung der Regulierung im Eisenbahnbereich,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),17.05.2013,Vk,388/13,0,Viertes Gesetz zur Ìãnderung des StraÌÙenverkehrsgesetzes und anderer Gesetze,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),17.05.2013,Vk,387/13,0,Viertes Gesetz zur Ìãnderung des StraÌÙenverkehrsgesetzes und anderer Gesetze,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,V (fdf),17.05.2013,V,386/13,0,Gesetz zur ÌÏbertragung der ZustÌ_ndigkeiten der LÌ_nder im Bereich der BeschÌ_digten- und Hinterbliebenenversorgung nach dem Dritten Teil des Soldatenversorgungsgesetzes auf den Bund,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U (fdf),17.05.2013,U,385/13,0,Gesetz zur DurchfÌ_hrung der Verordnung (EU) Nr. 528/2012,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U (fdf),17.05.2013,U,384/13,0,Gesetz zur DurchfÌ_hrung der Verordnung (EU) Nr. 259/2012,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U (fdf),17.05.2013,U,383/13,0,Erstes Gesetz zur Ìãnderung des Treibhausgas-Emissionshandelsgesetzes,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),17.05.2013,R,382/13,0,Gesetz zur Ìãnderung des Prozesskostenhilfe- und Beratungshilferechts,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),17.05.2013,R,381/13,0,Zweites Gesetz zur Modernisierung des Kostenrechts (2. Kostenrechtsmodernisierungsgesetz - 2. KostRMoG),2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),17.05.2013,R,380/13,0,Gesetz zur VerkÌ_rzung des Restschuldbefreiungsverfahrens und zur StÌ_rkung der GlÌ_ubigerrechte,2013;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),17.05.2013,In,379/13,0,Gesetz zur Verbesserung der Rechte von international Schutzberechtigten und auslÌ_ndischen Arbeitnehmern,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Fz (fdf) - Wi,17.05.2013,Fz,378/13,0,Gesetz zur Abschirmung von Risiken und zur Planung der Sanierung und Abwicklung von Kreditinstituten und Finanzgruppen,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),17.05.2013,Fz,377/13,0,Gesetz zur Ìãnderung des Gesetzes Ì_ber die Kreditanstalt fÌ_r Wiederaufbau und weiterer Gesetze,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),17.05.2013,Fz,376/13,0,Gesetz zur Anpassung des Investmentsteuergesetzes und anderer Gesetze an das AIFM-Umsetzungsgesetz (AIFM-Steuer-Anpassungsgesetz - AIFM-StAnpG),2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Fz (fdf) - Wi,17.05.2013,Fz,375/13,0,Gesetz zur Umsetzung der Richtlinie 2011/61/EU Ì_ber die Verwalter alternativer Investmentfonds (AIFM-Umsetzungsgesetz - AIFM-UmsG),2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Fz (fdf) - Wi,17.05.2013,Fz,374/13,0,Gesetz zur Umsetzung der Richtlinie 2013/.../EU Ì_ber den Zugang zur TÌ_tigkeit von Kreditinstituten und die Beaufsichtigung von Kreditinstituten und Wertpapierfirmen und zur Anpassung des Aufsichtsrechts an die Verordnung (EU) Nr. .../2013 Ì_ber die Aufsichtsanforderungen an Kreditinstitute und Wertpapierfirmen (CRD IV-Umsetzungsgesetz),2013;;;;;;
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FJ (fdf),17.05.2013,FJ,373/13,0,Gesetz zur Verwaltungsvereinfachung in der Kinder- und Jugendhilfe (Kinder- und Jugendhilfeverwaltungsvereinfachungsgesetz - KJVVG),2013;;;;;;
,,,,,,,,,,,,,,,,11.04.2013,,372/13,,EntschlieÌÙungen des EuropÌ_ischen Parlaments,2013;;;;;;
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),17.05.2013,EU,371/13,0,Gesetz zur Anpassung von Rechtsvorschriften des Bundes infolge des Beitritts der Republik Kroatien zur EuropÌ_ischen Union,2013;;;;;;
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),17.05.2013,EU,370/13,0,Gesetz zu dem Vertrag vom 9. Dezember 2011 Ì_ber den Beitritt der Republik Kroatien zur EuropÌ_ischen Union,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),17.05.2013,R,369/13,0,Gesetz zur StÌ_rkung der Verfahrensrechte von Beschuldigten im Strafverfahren,2013;;;;;;
0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,EU (fdf) - Fz - In - U - Wi,06.05.2013,EU,368/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Verordnung (EU) Nr. 691/2011 Ì_ber europÌ_ische umweltÌ¦konomische Gesamtrechnungen,2013;;;;;;
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AA (fdf),17.05.2013,AA,367/13,0,Gesetz zu dem Abkommen vom 29. Juni 2012 zur GrÌ_ndung einer Assoziation zwischen der EuropÌ_ischen Union und ihren Mitgliedstaaten einerseits und Zentralamerika andererseits,2013;;;;;;
,,,,,,,,,,,,,,,,17.05.2013,,366/13,,Entwurf eines Gesetzes zur Ìãnderung des Energiewirtschaftsgesetzes,2013;;;;;;
,,,,,,,,,,,,,,,,17.05.2013,,365/13,,Entwurf eines Gesetzes zur Ìãnderung des Grundgesetzes (Artikel 98a),2013;;;;;;
,,,,,,,,,,,,,,,,17.05.2013,,364/13,,Entwurf eines Gesetzes zur FÌ¦rderung gleichberechtigter Teilhabe von Frauen und MÌ_nnern in FÌ_hrungsgremien (GlTeilhG),2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Wi (fdf) - Wo,17.05.2013,Wi,363/13,0,Zweites Gesetz Ì_ber MaÌÙnahmen zur Beschleunigung des Netzausbaus ElektrizitÌ_tsnetze,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),17.05.2013,Wi,362/13,0,Gesetz zur Neuregelung des gesetzlichen Messwesens,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),17.05.2013,R,361/13,0,... Gesetz zur Ìãnderung des Urheberrechtsgesetzes,2013;;;;;;
"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),17.05.2013,R,360/13,0,""Gesetz zur StÌ_rkung der Rechte des leiblichen, nicht rechtlichen Vaters"",2013";;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),17.05.2013,R,359/13,0,Gesetz zur StÌ_rkung des Verbraucherschutzes im notariellen Beurkundungsverfahren,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),17.05.2013,R,358/13,0,Gesetz zur ÌÏbertragung von Aufgaben im Bereich der freiwilligen Gerichtsbarkeit auf Notare,2013;;;;;;
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,K (fdf),17.05.2013,K,357/13,0,Drittes Gesetz zur Ìãnderung des Bundesarchivgesetzes,2013;;;;;;
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,In (fdf) - Fz,17.05.2013,In,356/13,0,Gesetz zur FÌ¦rderung der elektronischen Verwaltung sowie zur Ìãnderung weiterer Vorschriften,2013;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),17.05.2013,In,355/13,0,Gesetz zur Familienpflegezeit und zum flexibleren Eintritt in den Ruhestand fÌ_r Beamtinnen und Beamte des Bundes,2013;;;;;;
"0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,In (fdf) - Fz - V,17.05.2013,In,354/13,0,""Gesetz Ì_ber die GewÌ_hrung eines Altersgelds fÌ_r freiwillig aus dem Bundesdienst ausscheidende Beamte, Richter und Soldaten"",2013";;;;;;
"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),17.05.2013,Fz,353/13,0,""Gesetz zu dem Staatsvertrag vom 14. Dezember 2012 Ì_ber die abschlieÌÙende Aufteilung des FinanzvermÌ¦gens gemÌ_ÌÙ Artikel 22 des Einigungsvertrages zwischen dem Bund, den neuen LÌ_ndern und Berlin (FinanzvermÌ¦gen-Staatsvertrag)"",2013";;;;;;
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf) - AV,17.05.2013,Fz,352/13,0,Gesetz zur FÌ¦rderung und Regulierung einer Honorarberatung Ì_ber Finanzinstrumente (Honoraranlageberatungsgesetz),2013;;;;;;
"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),17.05.2013,Fz,351/13,0,""Gesetz zur Umsetzung der Richtlinie 2011/89/EU des EuropÌ_ischen Parlaments und des Rates vom 16. November 2011 zur Ìãnderung der Richtlinien 98/78/EG, 2002/87/EG, 2006/48/EG und 2009/138/EG hinsichtlich der zusÌ_tzlichen Beaufsichtigung der Finanzunternehmen eines Finanzkonglomerats"",2013";;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FS (fdf) - AS - Fz,17.05.2013,FS,350/13,0,Drittes Gesetz zur Ìãnderung des Conterganstiftungsgesetzes,2013;;;;;;
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),17.05.2013,EU,349/13,0,Gesetz Ì_ber die Zusammenarbeit von Bundesregierung und Deutschem Bundestag in Angelegenheiten der EuropÌ_ischen Union (EUZBBG),2013;;;;;;
"0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,EU (fdf) - K - U - Wi - Wo,02.05.2013,EU,348/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Technologien und Innovationen im Energiebereich"",2013";;;;;;
"0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,EU (fdf) - AV - U,29.04.2013,EU,347/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Strategische Leitlinien fÌ_r die nachhaltige Entwicklung der Aquakultur in der EU"",2013";;;;;;
0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,EU (fdf) - Fz - In - R,29.04.2013,EU,346/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber die Agentur der EuropÌ_ischen Union fÌ_r die Zusammenarbeit und die Aus- und Fortbildung auf dem Gebiet der Strafverfolgung (Europol) und zur Aufhebung der BeschlÌ_sse 2009/371/JI und 2005/681/JI des Rates,2013;;;;;;
"0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,EU (fdf) - AS - In - R,26.04.2013,EU,345/13,0,""Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber MaÌÙnahmen zur Erleichterung der AusÌ_bung der Rechte, die Arbeitnehmern im Rahmen der FreizÌ_gigkeit zustehen"",2013";;;;;;
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,EU (fdf) - AS - AV - U - Wi,26.04.2013,EU,344/13,0,EntschlieÌÙung des Bundesrates zur Einrichtung eines Nanoprodukt-Registers,2013;;;;;;
",,,,,,,,,,,,,,,,26.04.2013,,343/13(neu),,""EntschlieÌÙung des Bundesrates """"Gute Arbeit - ZukunftsfÌ_hige und faire Arbeitspolitik gestalten"""""",2013";;;;;;
,,,,,,,,,,,,,,,,26.04.2013,,342/13,,Entwurf eines Gesetzes Ì_ber die Zusammenarbeit von Bund und LÌ_ndern in Angelegenheiten der EuropÌ_ischen Union (EUZBLG),2013;;;;;;
0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,EU (fdf) - In - R - Wi,25.04.2013,EU,341/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur FÌ¦rderung der FreizÌ_gigkeit von BÌ_rgern und Unternehmen durch die Vereinfachung der Annahme bestimmter Ì¦ffentlicher Urkunden innerhalb der EuropÌ_ischen Union und zur Ìãnderung der Verordnung (EU) Nr. 1024/2012,2013;;;;;;
,,,,,,,,,,,,,,,,25.04.2013,,340/13,,EntschlieÌÙung des Bundesrates zur Neuordnung der Wasser- und Schifffahrtsverwaltung des Bundes,2013;;;;;;
,,,,,,,,,,,,,,,,25.04.2013,,339/13,,Entwurf eines Gesetzes zur Verbesserung der BekÌ_mpfung von Steuerstraftaten,2013;;;;;;
",,,,,,,,,,,,,,,,25.04.2013,,338/13,,""EntschlieÌÙung des Bundesrates """"MaÌÙnahmen fÌ_r mehr Steuergerechtigkeit und gegen Steuerbetrug"""""",2013";;;;;;
",,,,,,,,,,,,,,,,25.04.2013,,337/13,,""Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zur Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: FÌ¦rderung der gemeinsamen Nutzung von Funkfrequenzen im Binnenmarkt C(2013) 2259 final"",2013";;;;;;
,,,,,,,,,,,,,,,,25.04.2013,,336/13,,Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Verordnung (EG) Nr. 443/2009 hinsichtlich der Festlegung der ModalitÌ_ten fÌ_r das Erreichen des Ziels fÌ_r 2020 zur Verringerung der CO2-Emissionen neuer Personenkraftwagen C(2013) 2257 final,2013;;;;;;
,,,,,,,,,,,,,,,,25.04.2013,,335/13,,Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber BasisinformationsblÌ_tter fÌ_r Anlageprodukte C(2013) 2274 final,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Wi (fdf) - Fz - Wo,25.04.2013,Wi,334/13,0,Verordnung Ì_ber die Honorare fÌ_r Architekten- und Ingenieurleistungen (Honorarordnung fÌ_r Architekten und Ingenieure - HOAI),2013;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Wi (fdf) - In - Wo,25.04.2013,Wi,333/13,0,Verordnung Ì_ber die Zuweisung der Planfeststellung fÌ_r lÌ_nderÌ_bergreifende und grenzÌ_berschreitende HÌ¦chstspannungsleitungen auf die Bundesnetzagentur (Planfeststellungszuweisungverordnung - PlfZV),2013;;;;;;
0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,U (fdf) - AV - Vk - Wi,25.04.2013,U,332/13,0,Verordnung Ì_ber die Kompensation von Eingriffen in Natur und Landschaft (Bundeskompensationsverordnung - BKompV),2013;;;;;;
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,G (fdf) - K,25.04.2013,G,331/13,0,Verordnung zur DurchfÌ_hrung und zum Inhalt von AnpassungsmaÌÙnahmen sowie zur Erteilung und VerlÌ_ngerung von Berufserlaubnissen in Heilberufen des Bundes,2013;;;;;;
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,G (fdf) - In,25.04.2013,G,330/13(neu),0,Verordnung zur Ìãnderung der Pflegestatistik-Verordnung,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),25.04.2013,Fz,329/13,0,Verordnung zur ÌÏbertragung der ZustÌ_ndigkeit fÌ_r das Steuerabzugs- und Veranlagungsverfahren nach den å¤å¤ 50 und 50a des Einkommensteuergesetzes auf das Bundeszentralamt fÌ_r Steuern und zur Regelung verschiedener Anwendungszeitpunkte und weiterer Vorschriften,2013;;;;;;
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,AV (fdf) - G,25.04.2013,AV,328/13,0,Siebente Verordnung zur Ìãnderung der Tabakverordnung,2013;;;;;;
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,AS (fdf) - G - Wi,25.04.2013,AS,327/13,0,Erste Verordnung zur Ìãnderung der Verordnung zur arbeitsmedizinischen Vorsorge,2013;;;;;;
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,AS (fdf) - G - Vk,25.04.2013,AS,326/13,0,Verordnung Ì_ber die Arbeitszeit bei Offshore-TÌ_tigkeiten (Offshore-Arbeitszeitverordnung - Offshore-ArbZV),2013;;;;;;
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,AS (fdf) - G - U - Wi,25.04.2013,AS,325/13,0,Verordnung zur Neufassung der Verordnung Ì_ber Sicherheit und Gesundheitsschutz bei TÌ_tigkeiten mit Biologischen Arbeitsstoffen und zur Ìãnderung der Gefahrstoffverordnung,2013;;;;;;
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,U (fdf) - Fz - G - Wi,26.04.2013,U,324/13,0,Entwurf eines Gesetzes zur Suche und Auswahl eines Standortes fÌ_r ein Endlager fÌ_r WÌ_rme entwickelnde radioaktive AbfÌ_lle und zur Ìãnderung anderer Gesetze (Standortauswahlgesetz - StandAG),2013;;;;;;
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,R (fdf) - Fz - Wi,26.04.2013,R,323/13,0,Entwurf eines Gesetzes zur Ìãnderung des Handelsgesetzbuchs,2013;;;;;;
0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,R (fdf) - Fz - In - Wi,26.04.2013,R,322/13,0,Entwurf eines Gesetzes zur Ìãnderung des Bundeszentralregistergesetzes und anderer registerrechtlicher Vorschriften zum Zweck der Zulassung der elektronischen Antragstellung bei Erteilung einer Registerauskunft,2013;;;;;;
