AA,AIS,AV,EU,FJ,Fz,G,In,K,R,U,V,Vk,Wi,Wo,committees,date,fdf,id,other,title,year
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,AV (fdf) - Fz,07.09.2016,AV,502/16,0,Verordnung zur Durchführung eines Monitorings auf das Virus der Klassischen und der Afrikanischen Schweinepest bei Wild- und Hausschweinen (Schweinepest-Monitoring-Verordnung - SchwPestMonV),2016
0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,EU (fdf) - AIS - FJ - Fz - In,02.09.2016,EU,501/16,0,Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates zur Schaffung eines Neuansiedlungsrahmens der Union und zur Änderung der Verordnung (EU) Nr. 516/2014 des Europäischen Parlaments und des Rates,2016
,,,,,,,,,,,,,,,,05.12.2016,,500/16,,Neubenennung von Beauftragten des Bundesrates in Beratungsgremien der Europäischen Union,2016
0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,EU (fdf) - AIS - FJ - FS - In - R,01.09.2016,EU,499/16,0,"Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über Normen für die Anerkennung von Drittstaatsangehörigen oder Staatenlosen als Personen mit Anspruch auf internationalen Schutz, für einen einheitlichen Status für Flüchtlinge oder für Personen mit Anspruch auf subsidiären Schutz und für den Inhalt des zu gewährenden Schutzes sowie zur Änderung der Richtlinie 2003/109/EG des Rates vom 25. November 2003 betreffend die Rechtsstellung der langfristig aufenthaltsberechtigten Drittstaatsangehörigen",2016
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,In (fdf) - Vk,02.09.2016,In,498/16,0,Entwurf eines Gesetzes zu dem Protokoll vom 7. April 2016 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung der Französischen Republik über den grenzüberschreitenden Einsatz von Luftfahrzeugen zur Ergänzung des Abkommens vom 9. Oktober 1997 über die Zusammenarbeit der Polizei- und Zollbehörden in den Grenzgebieten,2016
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,V (fdf),02.09.2016,V,497/16,0,Entwurf eines Gesetzes zu dem Protokoll vom 19. Mai 2016 zum Nordatlantikvertrag über den Beitritt Montenegros,2016
0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,Wi (fdf) - AV - R - Wo,02.09.2016,Wi,496/16,0,Entwurf eines Gesetzes zur Einführung einer Berufszulassungsregelung für gewerbliche Immobilienmakler und Verwalter von Wohnungseigentum,2016
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,V (fdf) - In,02.09.2016,V,495/16,0,Entwurf eines Sechzehnten Gesetzes zur Änderung des Soldatengesetzes,2016
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,U (fdf) - Wi,02.09.2016,U,494/16,0,Entwurf eines Zweiten Gesetzes zur Änderung des Kreislaufwirtschaftsgesetzes,2016
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,R (fdf) - FJ - FS,02.09.2016,R,493/16,0,"Entwurf eines Gesetzes zur Reform des Scheinvaterregresses, zur Rückbenennung und zur Änderung des Internationalen Familienrechtsverfahrensgesetzes",2016
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,R (fdf) - AIS - K,02.09.2016,R,492/16,0,Entwurf eines Gesetzes zur Erweiterung der Medienöffentlichkeit in Gerichtsverfahren und zur Verbesserung der Kommunikationshilfen für Menschen mit Sprach- und Hörbehinderungen (Gesetz über die Erweiterung der Medienöffentlichkeit in Gerichtsverfahren - EMöGG),2016
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),02.09.2016,In,491/16,0,Entwurf eines Gesetzes zum Abbau verzichtbarer Anordnungen der Schriftform im Verwaltungsrecht des Bundes,2016
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf),02.09.2016,G,490/16,0,Entwurf eines Gesetzes zur Stärkung der Heil- und Hilfsmittelversorgung (Heil- und Hilfsmittelversorgungsgesetz - HHVG),2016
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),02.09.2016,Fz,489/16,0,Entwurf eines Gesetzes zur Auflösung der Bundesmonopolverwaltung für Branntwein und zur Änderung weiterer Gesetze (Branntweinmonopolverwaltung-Auflösungsgesetz - BfBAG),2016
,,,,,,,,,,,,,,,,02.09.2016,,488/16,,Stellungnahme der Bundesregierung zu der Entschließung des Bundesrates zur Verordnung über die Anforderung an die Befähigung des in der Lebensmittelüberwachung und Tabaküberwachung tätigen Kontrollpersonals (Lebensmittelkontrollpersonalverordnung),2016
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),01.09.2016,EU,487/16,0,Bericht der Kommission: Jahresbericht 2015 über die Beziehungen zwischen der Europäischen Kommission und den nationalen Parlamenten,2016
,,,,,,,,,,,,,,,,01.09.2016,,486/16,,"Entschließung des Bundesrates zu den ""Empfehlungen des Internationalen Rates für Meeresforschung vom 31.05.2016 zu den im Jahr 2017 zulässigen Fangmengen für Dorsch aus dem Bestand der westlichen Ostsee und den im Rahmen eines Gesamtkonzeptes erforderlichen Hilfen für die deutsche Kutter- und Küstenfischerei""",2016
,,,,,,,,,,,,,,,,18.08.2016,,485/16,,Zweiter Bericht der Bundesregierung über die Auswirkungen des Patentrechts im Bereich der Biotechnologie unter anderem hinsichtlich ausreichender Technizität sowie Auswirkungen im Bereich der Pflanzen- und Tierzüchtung,2016
,,,,,,,,,,,,,,,,25.08.2016,,484/16,,Verbraucherpolitischer Bericht der Bundesregierung 2016,2016
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,K (fdf),01.09.2016,K,483/16,0,"Benennung eines stellvertretenden Mitglieds des Kuratoriums der Stiftung ""Haus der Geschichte der Bundesrepublik Deutschland""",2016
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,EU (fdf) - G - In,30.08.2016,EU,482/16,0,"Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates zur Änderung der Verordnung (EG) Nr. 1920/2006 in Bezug auf den Informationsaustausch, das Frühwarnsystem und das Risikobewertungsverfahren für neue psychoaktive Substanzen",2016
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,EU (fdf) - K - Wi,30.08.2016,EU,481/16,0,Vorschlag für einen Beschluss des Europäischen Parlaments und des Rates über ein Europäisches Jahr des Kulturerbes,2016
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),26.08.2016,Fz,480/16,0,Haushaltsführung 2016 Über- und außerplanmäßige Ausgaben und Verpflichtungsermächtigungen im zweiten Vierteljahr des Haushaltsjahres 2016; Vierteljährliche Mitteilung gemäß § 37 Absatz 4 BHO i.V.m. § 4 Absatz 2 HG,2016
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf),19.08.2016,G,479/16,0,"Bericht über die Ergebnisse der Modellvorhaben zur Einführung einer Modellklausel in die Berufsgesetze der Hebammen, Logopäden, Physiotherapeuten und Ergotherapeuten",2016
0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,EU (fdf) - AIS - Fz - G - In - Wi,24.08.2016,EU,478/16,0,Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates zur Schaffung eines gemeinsamen Rahmens für europäische Statistiken über Personen und Haushalte auf der Grundlage von Einzelpersonendaten aus Stichprobenerhebungen,2016
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,U (fdf) - Fz - In - Wi,24.08.2016,U,477/16,0,Zweite Verordnung zur Fortentwicklung der abfallrechtlichen Überwachung,2016
0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,U (fdf) - AIS - AV - Wi,24.08.2016,U,476/16,0,Verordnung zur Änderung der Verordnung über genehmigungsbedürftige Anlagen und zur Änderung der Verordnung über Emissionserklärungen,2016
0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,EU (fdf) - AIS - K - Wi,23.08.2016,EU,475/16,0,Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über die Errichtung eines Europäischen Zentrums für die Förderung der Berufsbildung (Cedefop) und zur Aufhebung der Verordnung (EWG) Nr. 337/75,2016
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,EU (fdf) - AIS - Wi,23.08.2016,EU,474/16,0,Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über die Gründung der Europäischen Stiftung zur Verbesserung der Lebens- und Arbeitsbedingungen (Eurofound) und zur Aufhebung der Verordnung (EWG) Nr. 1365/75 des Rates,2016
0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,EU (fdf) - AIS - G - Wi,23.08.2016,EU,473/16,0,Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates zur Errichtung der Europäischen Agentur für Sicherheit und Gesundheitsschutz am Arbeitsplatz (EU-OSHA) und zur Aufhebung der Verordnung (EG) Nr. 2062/94 des Rates,2016
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,AIS (fdf) - AV - Fz,22.08.2016,AIS,472/16,0,Verordnung zur Ermittlung des Arbeitseinkommens aus der Land- und Forstwirtschaft für das Jahr 2017 (Arbeitseinkommenverordnung Landwirtschaft 2017 - AELV 2017),2016
,,,,,,,,,,,,,,,,22.07.2016,,471/16,,Forschungsbericht Studie zum aktiven und passiven Wahlrecht von Menschen mit Behinderungen,2016
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,AIS (fdf) - G - U - Wi,18.08.2016,AIS,470/16,0,Verordnung zur Umsetzung der Richtlinie 2014/27/EU und zur Änderung von Arbeitsschutzverordnungen,2016
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,AIS (fdf) - G - Wi,18.08.2016,AIS,469/16,0,Verordnung zur Umsetzung der Richtlinie 2013/35/EU und zur Änderung von Arbeitsschutzverordnungen,2016
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),02.09.2016,Fz,468/16,0,Gesetz zu dem Abkommen vom 12. November 2015 zwischen der Bundesrepublik Deutschland und Australien zur Beseitigung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen sowie zur Verhinderung der Steuerverkürzung und -umgehung,2016
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),02.09.2016,Vk,467/16,0,Sechstes Gesetz zur Änderung des Straßenverkehrsgesetzes und anderer Gesetze,2016
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),02.09.2016,Vk,466/16,0,Gesetz zur Erleichterung des Ausbaus digitaler Hochgeschwindigkeitsnetze (DigiNetzG),2016
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),02.09.2016,R,465/16,0,"Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit sowie zur Änderung des Sozialgerichtsgesetzes, der Verwaltungsgerichtsordnung, der Finanzgerichtsordnung und des Gerichtskostengesetzes",2016
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),02.09.2016,R,464/16,0,Gesetz zur Verbesserung der Bekämpfung des Menschenhandels und zur Änderung des Bundeszentralregistergesetzes sowie des Achten Buches Sozialgesetzbuch,2016
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),02.09.2016,R,463/16,0,... Gesetz zur Änderung des Strafgesetzbuches - Verbesserung des Schutzes der sexuellen Selbstbestimmung,2016
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,K (fdf),02.09.2016,K,462/16,0,Gesetz über die Errichtung einer Bundeskanzler-Helmut-Schmidt-Stiftung,2016
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),02.09.2016,In,461/16,0,Erstes Gesetz zur Änderung des Bundesmeldegesetzes und weiterer Vorschriften,2016
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),02.09.2016,In,460/16,0,"Gesetz zur besseren Vereinbarkeit von Familie, Pflege und Beruf für Beamtinnen und Beamte des Bundes und Soldatinnen und Soldaten sowie zur Änderung weiterer dienstrechtlicher Vorschriften",2016
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf),02.09.2016,G,459/16,0,Gesetz zur Errichtung eines Transplantationsregisters und zur Änderung weiterer Gesetze,2016
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf),02.09.2016,G,458/16,0,Gesetz zur Umsetzung der Richtlinien (EU) 2015/566 und (EU) 2015/565 zur Einfuhr und zur Kodierung menschlicher Gewebe und Gewebezubereitungen,2016
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FJ (fdf),02.09.2016,FJ,457/16,0,Gesetz zur Regulierung des Prostitutionsgewerbes sowie zum Schutz von in der Prostitution tätigen Personen,2016
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),02.09.2016,AV,456/16,0,Erstes Gesetz zur Änderung des Direktzahlungen-Durchführungsgesetzes,2016
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),02.09.2016,AV,455/16,0,Erstes Gesetz zur Änderung des Bundesjagdgesetzes,2016
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),02.09.2016,AV,454/16,0,Viertes Gesetz zur Änderung des GAK-Gesetzes,2016
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AIS (fdf),02.09.2016,AIS,453/16,0,Sechstes Gesetz zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze (6. SGB IV-Änderungsgesetz - 6. SGB IV-ÄndG),2016
,,,,,,,,,,,,,,,,04.10.2016,,452/16,,Wahl der Vorsitzenden der Ausschüsse,2016
,,,,,,,,,,,,,,,,14.10.2016,,451/16,,Wahl des Vorsitzenden und der stellvertretenden Vorsitzenden der Europakammer,2016
,,,,,,,,,,,,,,,,14.10.2016,,450/16,,Wahl des Präsidiums,2016
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Wi (fdf) - AIS - In,18.08.2016,Wi,449/16,0,Verordnung zur Änderung der Bewachungsverordnung,2016
,,,,,,,,,,,,,,,,17.08.2016,,448/16,,Abschlussbericht der Kommission Lagerung hoch radioaktiver Abfallstoffe Verantwortung für die Zukunft Ein faires und transparentes Verfahren für die Auswahl eines nationalen Endlagerstandortes,2016
,,,,,,,,,,,,,,,,05.07.2016,,447/16,,Stellungnahme der Bundesregierung zu der Entschließung des Bundesrates zum Gesetz zur Stärkung der Gesundheitsförderung und der Prävention (Präventionsgesetz - PrävG),2016
,,,,,,,,,,,,,,,,11.07.2016,,446/16,,Stellungnahme der Bundesregierung zu der Entschließung des Bundesrates zur Verbesserung der Wohnsituation auf Inseln,2016
,,,,,,,,,,,,,,,,03.08.2016,,445/16,,"Unterrichtung durch die deutsche Delegation in der Parlamentarischen Versammlung der NATO 59. Jahrestagung der Parlamentarischen Versammlung der NATO vom 11. bis 14. Oktober 2013 in Dubrovnik, Kroatien",2016
,,,,,,,,,,,,,,,,05.08.2016,,444/16,,Bundesverkehrswegeplan 2030,2016
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),09.09.2016,R,443/16,0,Verfahren vor dem Bundesverfassungsgericht,2016
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf),12.08.2016,G,442/16,0,"Benennung eines Mitglieds des Stiftungsrates der Stiftung ""Humanitäre Hilfe für durch Blutprodukte HIV-infizierte Personen""",2016
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Vk (fdf) - U,11.08.2016,Vk,441/16,0,"Vierte Verordnung zu dem Übereinkommen vom 9. September 1996 über die Sammlung, Abgabe und Annahme von Abfällen in der Rhein- und Binnenschifffahrt (4. CDNI-Verordnung - 4. CDNI-V)",2016
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Vk (fdf) - In,12.08.2016,Vk,440/16,0,"Entwurf eines Gesetzes zu dem Protokoll vom 8. Oktober 2002 über den Beitritt der Europäischen Gemeinschaft zum Internationalen Übereinkommen vom 13. Dezember 1960 über Zusammenarbeit zur Sicherung der Luftfahrt ""EUROCONTROL"" entsprechend den verschiedenen vorgenommenen Änderungen in der Neufassung des Protokolls vom 27. Juni 1997",2016
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Vk (fdf) - In,12.08.2016,Vk,439/16,0,"Entwurf eines Gesetzes zu dem Protokoll vom 27. Juni 1997 zur Neufassung des internationalen Übereinkommens vom 13. Dezember 1960 über Zusammenarbeit zur Sicherung der Luftfahrt ""EUROCONTROL""",2016
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,AA (fdf) - EU - R,12.08.2016,AA,438/16,0,Entwurf eines Gesetzes zu den Vorschlägen der Europäischen Kommission vom 7. März 2016 für Beschlüsse des Rates zur Festlegung von Standpunkten der Union in den Stabilitäts- und Assoziationsräten EU - Republik Albanien sowie EU - Republik Serbien im Hinblick auf die Beteiligung der Republik Albanien sowie der Republik Serbien als Beobachter an den Arbeiten der Agentur der Europäischen Union für Grundrechte und die entsprechenden Modalitäten im Rahmen der Verordnung (EG) Nr. 168/2007 des Rates,2016
0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,Wi (fdf) - AIS - Fz - G,12.08.2016,Wi,437/16,0,Entwurf eines Zweiten Gesetzes zur Entlastung insbesondere der mittelständischen Wirtschaft von Bürokratie (Zweites Bürokratieentlastungsgesetz),2016
0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,Wi (fdf) - AV - K - Vk,12.08.2016,Wi,436/16,0,Entwurf eines Dritten Gesetzes zur Änderung des Telekommunikationsgesetzes,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),12.08.2016,Wi,435/16,0,"Entwurf eines Gesetzes zur Änderung von Vorschriften zur Bevorratung von Erdöl, zur Erhebung von Mineralöldaten und zur Umstellung auf hochkalorisches Erdgas",2016
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Vk (fdf) - U - Wo,12.08.2016,Vk,434/16,0,Entwurf eines Sechsten Gesetzes zur Änderung des Fernstraßenausbaugesetzes,2016
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Vk (fdf) - U - Wo,12.08.2016,Vk,433/16,0,Entwurf eines Dritten Gesetzes zur Änderung des Bundesschienenwegeausbaugesetzes,2016
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Vk (fdf) - U - Wo,12.08.2016,Vk,432/16,0,Entwurf eines Gesetzes über den Ausbau der Bundeswasserstraßen und zur Änderung des Bundeswasserstraßengesetzes,2016
0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,R (fdf) - AV - K - Wi,12.08.2016,R,431/16,0,Entwurf eines Gesetzes zur Umsetzung der Berufsanerkennungsrichtlinie und zur Änderung weiterer Vorschriften im Bereich der rechtsberatenden Berufe,2016
1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,In (fdf) - AA - Fz - R - Vk - Wi,12.08.2016,In,430/16,0,Entwurf eines Gesetzes zur Ausland-Ausland-Fernmeldeaufklärung des Bundesnachrichtendienstes,2016
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,G (fdf) - Fz,12.08.2016,G,429/16,0,Entwurf eines Gesetzes zur Weiterentwicklung der Versorgung und der Vergütung für psychiatrische und psychosomatische Leistungen (PsychVVG),2016
0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,AIS (fdf) - FJ - Fz - G - In - K - R - Wi,12.08.2016,AIS,428/16,0,Entwurf eines Gesetzes zur Stärkung der Teilhabe und Selbstbestimmung von Menschen mit Behinderungen (Bundesteilhabegesetz - BTHG),2016
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,U (fdf) - Vk - Wi,12.08.2016,U,427/16,0,Entwurf eines Gesetzes zu dem Übereinkommen von Paris vom 12. Dezember 2015,2016
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,In (fdf) - R,12.08.2016,In,426/16,0,Entwurf eines Gesetzes zu dem Abkommen vom 22. März 2016 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung der Republik Serbien über die Zusammenarbeit im Sicherheitsbereich,2016
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,In (fdf) - R,12.08.2016,In,425/16,0,Entwurf eines Gesetzes zu dem Abkommen vom 31. Mai 2013 zwischen der Regierung der Bundesrepublik Deutschland und dem Ministerrat der Republik Albanien über die Zusammenarbeit im Sicherheitsbereich,2016
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,In (fdf) - R,12.08.2016,In,424/16,0,"Entwurf eines Gesetzes zu dem Abkommen vom 9. Juli 2014 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung von Georgien über die Zusammenarbeit bei der Bekämpfung der Organisierten Kriminalität, des Terrorismus und anderer Straftaten von erheblicher Bedeutung",2016
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),12.08.2016,Wi,423/16,0,Entwurf eines Gesetzes über die Feststellung des Wirtschaftsplans des ERP-Sondervermögens für das Jahr 2017 (ERP-Wirtschaftsplangesetz 2017),2016
0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,U (fdf) - R - Vk - Wi - Wo,12.08.2016,U,422/16,0,Entwurf eines Gesetzes zur Anpassung des Umwelt-Rechtsbehelfsgesetzes und anderer Vorschriften an europa- und völkerrechtliche Vorgaben,2016
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,R (fdf) - Fz,12.08.2016,R,421/16,0,Entwurf eines ... Gesetzes zur Änderung des Gesetzes über die internationale Rechtshilfe in Strafsachen,2016
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,R (fdf) - FJ - In,12.08.2016,R,420/16,0,Entwurf eines Gesetzes zur Verbesserung des Schutzes gegen Nachstellungen,2016
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),12.08.2016,R,419/16,0,Entwurf eines Zweiten Gesetzes zur Stärkung der Verfahrensrechte von Beschuldigten im Strafverfahren und zur Änderung des Schöffenrechts,2016
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,R (fdf) - Fz,12.08.2016,R,418/16,0,Entwurf eines Gesetzes zur Reform der strafrechtlichen Vermögensabschöpfung,2016
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),10.08.2016,R,417/16,0,Verordnung über die Rechtsanwaltsverzeichnisse und die besonderen elektronischen Anwaltspostfächer (Rechtsanwaltsverzeichnis- und -postfachverordnung - RAVPV),2016
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),12.08.2016,In,416/16,0,Entwurf eines Zweiten Gesetzes zur Änderung des Vereinsgesetzes,2016
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,In (fdf) - Fz - Wi,12.08.2016,In,415/16,0,Entwurf eines Gesetzes zur Umsetzung der Richtlinie 2014/55/EU über die elektronische Rechnungsstellung im öffentlichen Auftragswesen,2016
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,In (fdf) - Fz - Vk,12.08.2016,In,414/16,0,Entwurf eines Ersten Gesetzes zur Änderung des Luftsicherheitsgesetzes,2016
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),12.08.2016,In,413/16,0,Entwurf eines Gesetzes zur Einbeziehung der Bundespolizei in den Anwendungsbereich des Bundesgebührengesetzes,2016
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,In (fdf) - Fz,12.08.2016,In,412/16,0,Entwurf eines Bundesbesoldungs- und -versorgungsanpassungsgesetzes 2016/2017 (BBVAnpG 2016/2017),2016
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,In (fdf) - Fz,12.08.2016,In,411/16,0,Entwurf eines Gesetzes zur Änderung des Versorgungsrücklagegesetzes und weiterer dienstrechtlicher Vorschriften,2016
0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,G (fdf) - AIS - FS - Fz - In,12.08.2016,G,410/16,0,Entwurf eines Dritten Gesetzes zur Stärkung der pflegerischen Versorgung und zur Änderung weiterer Vorschriften (Drittes Pflegestärkungsgesetz - PSG III),2016
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,Fz (fdf) - AIS - R - Wi,12.08.2016,Fz,409/16,0,Entwurf eines Gesetzes zur Stärkung der Bekämpfung der Schwarzarbeit und illegalen Beschäftigung,2016
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Fz (fdf) - Wi,12.08.2016,Fz,408/16,0,Entwurf eines Gesetzes zur Neuordnung der Aufgaben der Bundesanstalt für Finanzmarktstabilisierung (FMSA-Neuordnungsgesetz - FMSANeuOG),2016
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Fz (fdf) - Wi,12.08.2016,Fz,407/16,0,Entwurf eines Gesetzes zum Schutz vor Manipulationen an digitalen Grundaufzeichnungen,2016
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Fz (fdf) - Wi,12.08.2016,Fz,406/16,0,Entwurf eines Gesetzes zur Umsetzung der Änderungen der EU-Amtshilferichtlinie und von weiteren Maßnahmen gegen Gewinnkürzungen und -verlagerungen,2016
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),12.08.2016,AV,405/16,0,Entwurf eines Vierten Gesetzes zur Änderung des Saatgutverkehrsgesetzes,2016
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),12.08.2016,AV,404/16,0,"Entwurf eines Gesetzes zur Durchführung unionsrechtlicher Vorschriften über das Schulprogramm für Obst, Gemüse und Milch (Landwirtschaftserzeugnisse-Schulprogrammgesetz - LwErzgSchulproG)",2016
